STOP_ID, ROUTES_USING_STOP, LONGITUDE, LATITUDE, STOP_NAME, OBJECTID
"30274","24",144.331354,-38.132525,"St Josephs Westcourt Campus/Minerva Rd (Herne Hill)",800
"30480","22",144.336492,-38.123289,"Grace McKellar Centre/Ballarat Rd (Hamlyn Heights)",1260
"30293","24",144.331588,-38.131098,"Murphy Ave/Minerva Rd (Herne Hill)",819
"30257","24",144.331864,-38.13041,"Church St/Minerva Rd (Manifold Heights)",783
"30235","25",144.324546,-38.140272,"Raith Tce/Autumn St (Newtown (3220))",764
"30291","25",144.324152,-38.14011,"Norwood St/Autumn St (Herne Hill)",817
"30275","24",144.329261,-38.129549,"Arthur St/Church St (Hamlyn Heights)",801
"30256","24",144.328833,-38.129386,"Arthur St/Church St (Hamlyn Heights)",782
"30290","25",144.321963,-38.139781,"Heytesbury St/Autumn St (Herne Hill)",816
"30236","25",144.321868,-38.139878,"Carmichael Ave/Autumn St (Newtown (3220))",765
"30255","24",144.326962,-38.128452,"Gladstone St/Vines Rd (Hamlyn Heights)",781
"30289","25",144.320158,-38.139515,"Chelmsford Ave/Autumn St (Newtown (3220))",815
"30254","24",144.327293,-38.126594,"Carey St/Vines Rd (Hamlyn Heights)",780
"30276","24",144.327137,-38.126789,"Weeroona Ave/Vines Rd (Hamlyn Heights)",802
"30277","24",144.327585,-38.124204,"Western Heights Sec Col/Vines Rd (Hamlyn Heights)",803
"30237","25",144.318307,-38.138661,"Autumn St/McCurdy Rd (Herne Hill)",766
"30288","25",144.318725,-38.136923,"Hyland St/McCurdy Rd (Herne Hill)",814
"30238","25",144.318597,-38.136983,"Hyland St/McCurdy Rd (Herne Hill)",767
"30287","25",144.319266,-38.133971,"Beckley St/McCurdy Rd (Herne Hill)",813
"30239","25",144.3191,-38.134138,"Beckley St/McCurdy Rd (Herne Hill)",768
"30286","25",144.319629,-38.131844,"Bakewell St/McCurdy Rd (Herne Hill)",812
"30240","25",144.319496,-38.131733,"Bonview Ave/McCurdy Rd (Herne Hill)",769
"30241","25",144.319997,-38.128969,"Church St/McCurdy Rd (Herne Hill)",770
"30285","25",144.320261,-38.127984,"Church St/Sladen St (Hamlyn Heights)",811
"30284","25",144.32086,-38.125006,"Hamlyn Ave/Sladen St (Hamlyn Heights)",810
"30242","25",144.320827,-38.124681,"Hamlyn Ave/Sladen St (Hamlyn Heights)",771
"30283","25",144.32119,-38.123166,"Drysdale Ave/Sladen St (Hamlyn Heights)",809
"30243","25",144.321082,-38.123299,"Drysdale Ave/Sladen St (Hamlyn Heights)",772
"30204","20",144.355563,-38.141615,"Roy St/Mercer St (Geelong)",734
"30184","20",144.355616,-38.141094,"St Peter and Paul Catholic Church/Mercer St (Geelong)",718
"30182","20",144.354595,-38.138097,"Keera St/The Esplanade South (Geelong)",717
"30205","20",144.354376,-38.137831,"Mercer St/The Esplanade South (Geelong)",735
"30181","20",144.355138,-38.135055,"Toorak Pde/The Esplanade (Geelong)",716
"30206","20",144.354922,-38.135041,"Toorak Pde/The Esplanade (Geelong)",736
"30180","20",144.355099,-38.132666,"The Esplanade/Glenleith Ave (Drumcondra)",715
"30207","20",144.35488,-38.132742,"The Esplanade/Glenleith Ave (Geelong)",737
"42058","22",144.348284,-38.140991,"Candover St/Pakington St (Geelong West)",4536
"30392","22",144.348002,-38.140904,"Geelong West Town Hall/Pakington St (Geelong West)",1189
"30209","20",144.352283,-38.132945,"Melbourne Rd/Church St (Drumcondra)",739
"30489","22",144.34864,-38.139341,"O'Connell St/Pakington St (Geelong West)",1268
"30393","22",144.34852,-38.139195,"Lawton Ave/Pakington St (Geelong West)",1190
"30179","20",144.351964,-38.132289,"McMillan Ave/Glenleith Ave (Geelong)",714
"30394","22",144.348821,-38.137498,"Collins St/Pakington St (Geelong West)",1191
"30488","22",144.349213,-38.136444,"Waterloo St/Pakington St (Geelong West)",1267
"30395","22",144.349254,-38.135616,"Britannia St/Pakington St (Geelong West)",1192
"30487","22",144.349498,-38.134865,"Britannia St/Pakington St (Geelong West)",1266
"30178","20",144.351549,-38.130198,"Wattletree Rd/Princes Hwy (Drumcondra)",713
"30485","22",144.349948,-38.132532,"Church St/Pakington St (Geelong West)",1264
"30396","22",144.349752,-38.1326,"Church St/Pakington St (Geelong West)",1193
"30176","20",144.351827,-38.128826,"Lunan Ave/Princes Hwy (Drumcondra)",712
"30175","20",144.352617,-38.125276,"Walker St/Princes Hwy (Rippleside)",711
"30229","25,1",144.342299,-38.142433,"Thomas St/Autumn St (Geelong West)",758
"30266","25,1",144.34228,-38.142333,"Thomas St/Autumn St (Geelong West)",792
"30208","22",144.34803,-38.13193,"Hodgson St/Church St (Geelong West)",738
"30486","22",144.347697,-38.131697,"Saywell St/Church St (North Geelong)",1265
"30210","20",144.352459,-38.122695,"North Geelong Railway Station/Princes Hwy (North Geelong)",740
"30397","22",144.346224,-38.131736,"Geelong West Oval/Church St (Geelong West)",1194
"50772","24",144.350527,-38.122823,"North Geelong Station/Victoria St (North Geelong)",6144
"30230","25,1",144.33962,-38.142075,"Elizabeth St/Autumn St (Geelong West)",759
"30484","22",144.3453,-38.131409,"Geelong West Oval/Church St (North Geelong)",1263
"30265","25,1",144.339339,-38.14196,"Elizabeth St/Autumn St (Geelong West)",791
"19553","24",144.348364,-38.12272,"Roseneath St/Victoria St (North Geelong)",200
"30231","25,1",144.336609,-38.141736,"Shannon Ave/Autumn St (Geelong West)",760
"30483","22",144.342209,-38.130132,"Church St/Ballarat Rd (North Geelong)",1262
"30264","25",144.33576,-38.141528,"Shannon Ave/Autumn St (Manifold Heights)",790
"30398","22",144.342043,-38.130326,"Kendall Cl/Ballarat Rd (Hamlyn Heights)",1195
"30096","1",144.336799,-38.13901,"Albert St/Shannon Ave (Geelong West)",156
"30108","1",144.336766,-38.138361,"Roxby St/Shannon Ave (Manifold Heights)",157
"30095","1",144.337437,-38.135592,"Bakers Oval/Shannon Ave (Manifold Heights)",155
"30109","1",144.337373,-38.13514,"Narmbool St/Shannon Ave (Manifold Heights)",158
"30232","25",144.333381,-38.141401,"Central Ave/Autumn St (Manifold Heights)",761
"30094","1",144.337873,-38.133322,"Britannia St/Shannon Ave (Geelong West)",154
"30110","1",144.337666,-38.133687,"Douglass St/Shannon Ave (Manifold Heights)",159
"30263","25",144.332817,-38.141217,"Central Ave/Autumn St (Manifold Heights)",789
"30111","1",144.338021,-38.131767,"Lascelles Ave/Shannon Ave (Manifold Heights)",160
"30482","22",144.340113,-38.127552,"Thompson Rd/Ballarat Rd (North Geelong)",1261
"30399","22",144.339903,-38.127674,"Thompson Rd/Ballarat Rd (Hamlyn Heights)",1196
"41739","60,30",144.370221,-38.15218,"Fitzroy St/Ryrie St (Geelong)",4412
"43862","60,30",144.369366,-38.152143,"Fitzroy St/Ryrie St (Geelong)",4313
"31237","1",144.36,-38.144499,"Deakin University Waterfront Campus/Brougham St (Geelong)",1136
"30493","40,56,61,32",144.368979,-38.152756,"Fitzroy St/Sydney Pde (Geelong)",1271
"30519","40,56,61,32",144.369812,-38.153721,"Fitzroy St/Sydney Pde (Geelong)",1293
"50614","1",144.359864,-38.144784,"Deakin University City Campus/Brougham St (Geelong)",5993
"30492","32,40,56,60,61,30",144.366121,-38.151016,"Geelong Hospital/Ryrie St (Geelong)",1270
"30520","32,40,56,60,61,30",144.365422,-38.151081,"Geelong Hospital/Ryrie St (Geelong)",1294
"30185","20",144.356582,-38.143413,"Cavendish St/Mercer St (Geelong)",719
"45320","20",144.356371,-38.143561,"Brougham St/Mercer St (Geelong)",5062
"17681","101,19,",144.360369,-38.147229,"Moorabool St/Malop St (Geelong)",444
"30490","32,40,56,60,61,30",144.363353,-38.150233,"Yarra St/Ryrie St (Geelong)",1269
"30521","32,40,56,60,61,30",144.363481,-38.150479,"Argyle St/Ryrie St (Geelong)",1295
"45327","101,22,24,25,30,31,32,40,41,42,43,50,51,55,56,60,61,1",144.360474,-38.148114,"Moorabool Street Bus Stops/Moorabool St (Geelong)",5065
"45326","22,24,25,30,31,32,40,41,42,43,50,51,55,56,60,61,1",144.360104,-38.148583,"Moorabool Street Bus Stops/Moorabool St (Geelong)",5064
"30391","31,40,41,42,30",144.355657,-38.145014,"Geelong Station/Railway Tce (Geelong)",1188
"45541","61,60",144.355427,-38.145063,"Geelong Station/Railway Tce (Geelong)",5123
"45540","56,55",144.355371,-38.145053,"Geelong Station/Railway Tce (Geelong)",5122
"45539","32,50,51,101",144.355325,-38.145043,"Geelong Station/Railway Tce (Geelong)",5121
"3252","19,101",144.355122,-38.144993,"Geelong Station/Railway Tce (Geelong)",1993
"30309","20,22,24,25,43,1",144.355111,-38.145281,"Geelong Station/Railway Tce (Geelong)",821
"30583","31",144.369091,-38.158859,"Garden St/Kilgour St (Geelong)",1347
"30270","1",144.352535,-38.144277,"Latrobe Tce/Gordon Ave (Geelong West)",796
"30580","31",144.365359,-38.156009,"McKillop St/Swanston St (Geelong)",1344
"30666","31",144.365215,-38.155879,"McKillop St/Swanston St (Geelong)",1406
"30384","25,43,22",144.356984,-38.148396,"Gheringhap St/Ryrie St (Geelong)",1187
"30225","1",144.352087,-38.144348,"Latrobe Tce/Gordon Ave (Geelong West)",754
"30579","31",144.363379,-38.154892,"Bellerine St/McKillop St (Geelong)",1343
"30664","31",144.367264,-38.158547,"Fitzroy St/Kilgour St (Geelong)",1404
"30582","31",144.366741,-38.158193,"Fitzroy St/Kilgour St (Geelong)",1346
"30667","31",144.363156,-38.155067,"Bellerine St/McKillop St (Geelong)",1407
"30522","25,43,22",144.355078,-38.148101,"Fenwick St/Ryrie St (Geelong)",1296
"30269","1",144.350388,-38.144021,"Ruffins Lane/Gordon Ave (Geelong West)",795
"30581","31",144.365388,-38.15773,"Bourke Cres/Kilgour St (Geelong)",1345
"30226","1",144.350203,-38.144089,"Ruffins Lane/Gordon Ave (Geelong West)",755
"30665","31",144.364847,-38.157862,"Swanston St/Kilgour St (Geelong)",1405
"30671","101,24,31,41,42,50,51,55,1",144.358568,-38.152261,"Little Myers St/Moorabool St (Geelong)",1408
"30268","1",144.347844,-38.143387,"Gordon Ave/Pakington St (Geelong West)",794
"48040","25",144.34701,-38.142792,"Pakington St/Autumn St (Geelong West)",6182
"30748","24,31,41,42,50,51,55,1",144.357922,-38.153084,"McKillop St/Moorabool St (Geelong)",1465
"30227","25,1",144.346741,-38.142966,"West Park/Autumn St (Geelong West)",756
"30554","25,43,22",144.350232,-38.147072,"Emerald St/Aberdeen St (Geelong West)",1323
"50832","25,22",144.347465,-38.144703,"Gertrude St/Pakington St (Geelong West)",6008
"30523","25,43,22",144.350057,-38.147176,"Coronation St/Aberdeen St (Geelong West)",1297
"50831","25,22",144.347556,-38.14502,"Gertrude St/Pakington St (Geelong West)",6007
"30228","25,1",144.344458,-38.142689,"Coquette St/Autumn St (Geelong West)",757
"30267","25,1",144.344222,-38.142575,"Coquette St/Autumn St (Geelong West)",793
"47584","24,41,42,50,51,55,1",144.357216,-38.154627,"Maud St/Moorabool St (Geelong)",5047
"30673","101,24,41,42,50,51,55,1",144.357217,-38.155204,"Kilgour St/Moorabool St (Geelong)",1409
"50827","30",144.392784,-38.163892,"Lucas St/Wilsons Rd (Newcomb)",6003
"30661","31",144.372485,-38.163485,"St Albans Rd/Verner St (East Geelong)",1401
"30587","31",144.372511,-38.163386,"St Albans Rd/Verner St (East Geelong)",1351
"30586","31",144.370456,-38.162791,"199 Verner St (East Geelong)",1350
"30515","40,56,61,32",144.378489,-38.162484,"Lomond Tce/Ormond Rd (East Geelong)",1289
"30662","31",144.368282,-38.162309,"Garden St/Verner St (East Geelong)",1402
"50698","30",144.393074,-38.162169,"Charles St/Wilsons Rd (Newcomb)",6076
"50699","30",144.392938,-38.162148,"Charles St/Wilsons Rd (Newcomb)",6077
"30585","31",144.368258,-38.16203,"Verner St/Garden St (East Geelong)",1349
"30497","40,56,61,32",144.377918,-38.161561,"Humble St/Ormond Rd (East Geelong)",1275
"30335","30",144.390384,-38.161127,"Miller St/Charles St (Newcomb)",829
"50591","30",144.390591,-38.161069,"Miller St/Charles St (Newcomb)",5971
"30339","30",144.388134,-38.160852,"Breadalbane St/Charles St (Newcomb)",830
"41361","30",144.388217,-38.160772,"Bain Ct/Charles St (Newcomb)",4355
"30516","40,56,61,32",144.376686,-38.160578,"Anderson St/Ormond Rd (East Geelong)",1290
"30584","31",144.368988,-38.160433,"Richmond St/Garden St (East Geelong)",1348
"31235","60",144.397208,-38.16017,"Neptune Ave/Portarlington Rd (Newcomb)",1135
"30496","40,56,61,32",144.376577,-38.160125,"Meakin St/Ormond Rd (East Geelong)",1274
"45413","60",144.397036,-38.15986,"Neptune Ave/Portarlington Rd (Newcomb)",5108
"30322","30",144.386288,-38.15981,"Bendle St/Boundary Rd (East Geelong)",827
"30663","31",144.369024,-38.159758,"Kilgour St/Garden St (Geelong)",1403
"23580","60",144.39473,-38.159584,"Wilsons Rd/Portarlington Rd (Newcomb)",562
"30340","30",144.385957,-38.159181,"Boundary Rd/Myers St (East Geelong)",831
"30321","30",144.38593,-38.158964,"Boundary Rd/Myers St (East Geelong)",826
"23587","60",144.393397,-38.158869,"Wilsons Rd/Portarlington Rd (Newcomb)",567
"30341","30",144.383586,-38.15848,"Paterson St/Myers St (East Geelong)",832
"30320","30",144.383717,-38.158311,"Paterson St/Myers St (East Geelong)",825
"45414","60",144.390184,-38.158095,"O'Brien St/Portarlington Rd (Newcomb)",5109
"45415","60",144.39061,-38.157969,"O'Brien St/Portarlington Rd (Newcomb)",5110
"30343","30",144.381551,-38.157921,"Humble St/Myers St (East Geelong)",833
"30517","40,56,61,32",144.374058,-38.157816,"McKillop St/Ormond Rd (East Geelong)",1291
"30319","30",144.381716,-38.15778,"Humble St/Myers St (East Geelong)",824
"30495","40,56,61,32",144.374092,-38.157493,"McKillop St/Ormond Rd (East Geelong)",1273
"30344","30",144.379134,-38.157227,"Meakin St/Myers St (East Geelong)",834
"31068","60",144.388107,-38.157121,"Boundary Rd/Portarlington Rd (Newcomb)",342
"30318","30",144.37861,-38.1569,"Meakin St/Myers St (East Geelong)",823
"30345","30",144.375881,-38.156307,"Orchard St/Myers St (East Geelong)",835
"30317","30",144.375909,-38.156146,"Orchard St/Myers St (East Geelong)",822
"23581","60",144.383658,-38.15613,"Walter St/Portarlington Rd (Newcomb)",563
"30518","40,56,61,32",144.37187,-38.155515,"Garden St/Ormond Rd (East Geelong)",1292
"45416","60",144.38109,-38.155496,"Philpott St/Ryrie St (Geelong)",5111
"30346","30",144.373884,-38.155335,"Myers St/Normanby St (East Geelong)",836
"48594","30",144.373018,-38.155306,"Ormond Rd/Myers St (East Geelong)",6363
"30494","40,56,61,32",144.371826,-38.155126,"Myers St/Ormond Rd (East Geelong)",1272
"45417","60",144.379383,-38.154737,"Holt Rd/Ryrie St (Geelong)",5112
"30347","30",144.374554,-38.153845,"Ryrie St/Normanby St (East Geelong)",837
"50697","60",144.375218,-38.153797,"Eastern Park/Ryrie St (East Geelong)",6075
"48446","60",144.373812,-38.153207,"Geelong High School/Ryrie St (East Geelong)",6330
"48593","30",144.372284,-38.153199,"Ryrie St/Garden St (East Geelong)",6362
"30524","25,43,22",144.347886,-38.146938,"Pakington St/Aberdeen St (Newtown (3220))",1298
"30553","25,43,22",144.347686,-38.146789,"Pakington St/Aberdeen St (Geelong West)",1322
"41423","1",144.358524,-38.158522,"South Geelong Station/Yarra St (South Geelong)",4368
"45073","1",144.358024,-38.158141,"South Geelong Station/Lonsdale St (South Geelong)",4146
"30525","43",144.346854,-38.148645,"Roebuck St/Pakington St (Newtown (3220))",1299
"47749","24,41,42,50,51,55,101",144.356287,-38.157282,"Lonsdale St/Moorabool St (South Geelong)",5438
"30574","43",144.346662,-38.148911,"Roebuck St/Pakington St (Newtown (3220))",1342
"30746","41,42,50,51,55,24",144.355938,-38.157464,"Kardinia Park/Moorabool St (South Geelong)",1464
"30526","43",144.34661,-38.150045,"Virginia St/Pakington St (Newtown (3220))",1300
"30573","43",144.346272,-38.150875,"Aphrasia St/Pakington St (Newtown (3220))",1341
"30675","101,24,41,42,50,51,55,1",144.355238,-38.159466,"Kardinia Park & Ride/Moorabool St (South Geelong)",1410
"30745","24,41,42,50,51,55,1",144.354847,-38.159863,"Kardinia Park & Ride/Moorabool St (South Geelong)",1463
"30676","101,41,42,50,51,55,1",144.354577,-38.161019,"Balliang St/Moorabool St (South Geelong)",1411
"30744","24,41,42,50,51,55,1",144.354315,-38.160986,"Park Cres/Moorabool St (South Geelong)",1462
"30527","43",144.345768,-38.154378,"Noble St/Pakington St (Newtown (3220))",1301
"30572","43",144.345666,-38.154349,"Noble St/Pakington St (Newtown (3220))",1340
"30556","24",144.335492,-38.145783,"Aberdeen St/Shannon Ave (Newtown (3220))",1324
"48068","24",144.351884,-38.161003,"Hopkins St/Fyans St (South Geelong)",6193
"48067","24",144.351836,-38.161083,"Latrobe Bvd/Fyans St (South Geelong)",6192
"30544","24",144.335277,-38.146022,"Fyansford St/Shannon Ave (Newtown (3220))",1318
"30677","101,41,42,50,51,55,1",144.353404,-38.163471,"Barwon Tce/Moorabool St (South Geelong)",1412
"30743","41,42,50,51,55,1",144.353187,-38.163484,"Barwon Tce/Moorabool St (South Geelong)",1461
"30545","24",144.332369,-38.145055,"Silk St/Aberdeen (South) St (Newtown (3220))",1319
"30543","24",144.334996,-38.147493,"Nantes St/Shannon Ave (Newtown (3220))",1317
"30571","43",144.345199,-38.156852,"Russell St/Pakington St (Newtown (3220))",1339
"30551","24",144.331987,-38.144884,"Silk (North) St/Aberdeen St (Newtown (3220))",1321
"30528","43",144.345284,-38.157034,"Russell St/Pakington St (Newtown (3220))",1302
"48069","24",144.34746,-38.159966,"Boswell Ave/West Fyans St (Newtown (3220))",6194
"48070","24",144.346953,-38.159766,"Marshall Pl/West Fyans St (Newtown (3220))",6195
"50828","24",144.329964,-38.144667,"Minerva Rd/Aberdeen St (Newtown (3220))",6004
"30557","24",144.334816,-38.149282,"Aphrasia St/Shannon Ave (Newtown (3220))",1325
"30546","24",144.329061,-38.144096,"Aberdeen St/Minerva Rd (Newtown (3220))",1320
"30570","43",144.344834,-38.158736,"Percy St/Pakington St (Newtown (3220))",1338
"30529","43",144.344862,-38.159232,"West Fyans St/Pakington St (Newtown (3220))",1303
"30542","24",144.334384,-38.150822,"St Josephs College/Shannon Ave (Newtown (3220))",1316
"30569","43,24",144.342385,-38.159248,"Hampton St/West Fyans St (Newtown (3220))",1337
"30530","43,24",144.341051,-38.159209,"Frier Reserve/West Fyans St (Newtown (3220))",1304
"30541","24",144.333964,-38.152948,"Noble St/Shannon Ave (Newtown (3220))",1315
"30558","24",144.334078,-38.153257,"Mont St/Shannon Ave (Newtown (3220))",1326
"30742","41,42,1",144.349616,-38.168494,"Cameron Park/High St (Belmont)",1460
"30568","43,24",144.338987,-38.158856,"Cairns Ave/West Fyans St (Newtown (3220))",1336
"30828","50,51,55,101",144.350511,-38.169622,"High St/Barwon Heads Rd (Belmont)",1511
"30531","43,24",144.338506,-38.158908,"Belfast St/West Fyans St (Newtown (3220))",1305
"30845","50,51,55,49",144.35029,-38.17005,"Francis St/Barwon Heads Rd (Belmont)",866
"30567","43,24",144.337203,-38.158644,"Frank St/West Fyans St (Newtown (3220))",1335
"30532","43,24",144.336813,-38.158707,"Bridge St/West Fyans St (Newtown (3220))",1306
"30679","41,42,49,1",144.348246,-38.170067,"Belmont Shopping Village/High St (Belmont)",1413
"30566","43,24",144.335351,-38.158431,"Stinton Ave/West Fyans St (Newtown (3220))",1334
"30540","24",144.331671,-38.15513,"Harcourt St/Camden Rd (Newtown (3220))",1314
"30560","24",144.328883,-38.154905,"49 Camden Rd (Newtown (3220))",1328
"30535","24",144.32695,-38.157528,"Holyrood Ave/West Fyans St (Newtown (3220))",1309
"30564","24",144.326999,-38.157439,"Holyrood Ave/West Fyans St (Newtown (3220))",1332
"30539","24",144.327911,-38.154666,"Ormskirk St/Camden Rd (Newtown (3220))",1313
"30723","43",144.318973,-38.167816,"North Valley Rd/Mt Pleasant Rd (Highton)",1444
"30699","43",144.319011,-38.167727,"North Valley Rd/Mt Pleasant Rd (Highton)",1429
"30561","24",144.324779,-38.154811,"Camden Rd/Ardlui Dr (Newtown (3220))",1329
"30538","24",144.324552,-38.154788,"Camden Rd/Ardlui Dr (Newtown (3220))",1312
"30536","24",144.323145,-38.157063,"Gairloch Gr/West Fyans St (Newtown (3220))",1310
"30697","43",144.31709,-38.167503,"Montpellier Primary School/Mt Pleasant Rd (Highton)",1428
"30724","43",144.317007,-38.167591,"Montpellier Primary School/Mt Pleasant Rd (Highton)",1445
"50807","43",144.312296,-38.175917,"Shoubra Ct/Thornhill Rd (Highton)",5996
"30563","24",144.322966,-38.156951,"Gairloch Gr/West Fyans St (Newtown (3220))",1331
"50808","43",144.312103,-38.175894,"Lansell Dr/Thornhill Rd (Highton)",5997
"30562","24",144.322531,-38.155742,"Gairloch Gr/Ardlui Dr (Newtown (3220))",1330
"30537","24",144.3225,-38.15566,"Gairloch Gr/Ardlui Dr (Newtown (3220))",1311
"30729","43",144.312632,-38.171734,"Thornhill Rd/Roslyn Rd (Highton)",1449
"30691","43",144.312548,-38.171841,"Thornhill Rd/Roslyn Rd (Highton)",1424
"30725","43",144.314735,-38.167323,"Montpellier Dr/Mt Pleasant Rd (Highton)",1446
"30695","43",144.312897,-38.167001,"Lambhill Cres/Mt Pleasant Rd (Highton)",1427
"30728","43",144.310042,-38.171414,"Scenic Rd/Roslyn Rd (Highton)",1448
"30692","43",144.309324,-38.171055,"Roslyn Rd/Scenic Rd (Highton)",1425
"30726","43",144.31069,-38.166824,"Barrabool Hills Cemetery/Mt Pleasant Rd (Highton)",1447
"30694","43",144.310695,-38.166698,"Barrabool Hills Cemetery/Mt Pleasant Rd (Highton)",1426
"50800","43",144.310674,-38.16477,"Lansbury Cres/Scenic Rd (Highton)",6165
"50799","43",144.310591,-38.164552,"Leigh Rd/Scenic Rd (Highton)",6164
"50801","43",144.311898,-38.157229,"Barwon Water Reserve/Scenic Rd (Highton)",6166
"45168","43",144.30936,-38.161415,"Sloanne Ct/Province Bvd (Highton)",4178
"45160","43",144.308776,-38.161447,"Barrabool Hills Baptist Church/Province Bvd (Highton)",4173
"45161","43",144.313285,-38.152107,"Desmond St/Scenic Rd (Highton)",4174
"50805","43",144.303583,-38.169202,"The Strand/Barrabool Rd (Highton)",6169
"50806","43",144.303391,-38.169459,"The Strand/Barrabool Rd (Wandana Heights)",6170
"45167","43",144.311254,-38.153025,"Scenic Rd/Highett Rd (Highton)",4177
"50803","43",144.300588,-38.170566,"Barrabool Rd/Grantham Dr (Highton)",6167
"45163","43",144.312007,-38.149933,"21 Buckley Falls Rd (Highton)",4175
"45169","43",144.305124,-38.162093,"Avondale Ave/Province Bvd (Highton)",4179
"45159","43",144.305112,-38.16211,"Avondale Ave/Province Bvd (Highton)",4172
"50804","43",144.300352,-38.17048,"Barrabool Rd/Grantham Dr (Highton)",6168
"47683","43",144.299476,-38.168856,"Highland Way/Grantham Dr (Highton)",5412
"45165","43",144.308494,-38.152673,"Buckley Falls Rd/Highett Rd (Highton)",4176
"45153","43",144.299248,-38.168841,"Highland Way/Grantham Dr (Highton)",4170
"45158","43",144.30257,-38.161709,"Montril Ct/Province Bvd (Highton)",4171
"45170","43",144.30236,-38.161822,"Montril Ct/Province Bvd (Highton)",4180
"47678","43",144.298116,-38.166121,"Highview Park/Grantham Dr (Highton)",5407
"47657","43",144.297948,-38.166027,"Highview Park/Grantham Dr (Highton)",5396
"47680","43",144.297429,-38.163411,"Leigh Rd/Grantham Dr (Highton)",5409
"47681","43",144.298608,-38.161159,"Grantham Dr/Province Bvd (Highton)",5410
"47679","43",144.297326,-38.163409,"Leigh Rd/Grantham Dr (Highton)",5408
"47682","43",144.298502,-38.161228,"Grantham Dr/Province Bvd (Highton)",5411
"30805","49,40",144.348517,-38.178029,"Thomas St/Francis St (Belmont)",1495
"30810","40",144.348407,-38.1779,"Perth St/Francis St (Belmont)",1498
"30811","40",144.348504,-38.176182,"Francis St/Roslyn Rd (Belmont)",1499
"30804","49,40",144.348405,-38.17608,"Francis St/Roslyn Rd (Belmont)",1494
"30812","40",144.346119,-38.176155,"Roslyn Rd/Evans St (Belmont)",1500
"30802","49,41",144.345014,-38.177986,"Evans St/Corio St (Belmont)",1492
"30803","49,40",144.345972,-38.176124,"Roslyn Rd/Evans St (Belmont)",1493
"30801","49,41",144.344819,-38.178,"Lloyd St/Corio St (Belmont)",1491
"44128","41,49,1",144.346492,-38.171541,"Mount Pleasant Rd/High St (Belmont)",4765
"30741","42",144.346453,-38.171035,"High St/Mt Pleasant Rd (Belmont)",1459
"30820","41,49,1",144.345362,-38.172497,"Belmont Centrepoint Arcade/High St (Belmont)",1505
"30749","41,49,1",144.34486,-38.173099,"Regent St/High St (Belmont)",1466
"30680","42",144.345858,-38.171085,"High St/Mt Pleasant Rd (Belmont)",1414
"30819","101,41,49,1",144.343649,-38.174081,"Roslyn Rd/High St (Belmont)",1504
"30750","101,41,49,1",144.342708,-38.175168,"Roslyn Rd/High St (Belmont)",1467
"30751","1",144.341255,-38.176504,"Prospect Ave/High St (Belmont)",1468
"30818","1",144.341131,-38.176465,"Wimmera St/High St (Belmont)",1503
"30817","1",144.338755,-38.178709,"Queen St/High St (Belmont)",1502
"30740","42",144.343091,-38.170599,"Belmont Primary School/Mt Pleasant Rd (Belmont)",1458
"30681","42",144.341257,-38.170503,"Belmont Primary School/Mt Pleasant Rd (Belmont)",1415
"30682","42",144.339064,-38.170237,"Scott St/Mt Pleasant Rd (Belmont)",1416
"30739","42",144.338421,-38.170025,"McKenzie St/Mt Pleasant Rd (Belmont)",1457
"30684","42",144.335605,-38.173051,"The Avenue/Morris St (Belmont)",1418
"30736","42",144.334825,-38.17443,"Morris St/Roslyn Rd (Belmont)",1454
"30685","42",144.334685,-38.174499,"Eton Rd/Roslyn Rd (Belmont)",1419
"30737","42",144.335594,-38.172727,"The Avenue/Morris St (Belmont)",1455
"30683","42",144.33645,-38.169917,"Morris St/Mt Pleasant Rd (Belmont)",1417
"30738","42",144.336085,-38.170215,"Mt Pleasant Rd/Morris St (Belmont)",1456
"30735","42",144.33137,-38.174009,"Hill St/Roslyn Rd (Belmont)",1453
"30686","43,42",144.331276,-38.174097,"Hill St/Roslyn Rd (Belmont)",1420
"30687","42",144.327343,-38.173638,"Clarke Ave/Roslyn Rd (Belmont)",1421
"50794","43",144.330102,-38.168736,"Larcombe Park/Barrabool Rd (Belmont)",6159
"30733","42",144.327109,-38.173489,"Fairbrae Ave/Roslyn Rd (Belmont)",1452
"30533","43,24",144.334517,-38.158439,"Stinton Ave/West Fyans St (Newtown (3220))",1307
"50792","43",144.332032,-38.161176,"Balyang Sanctuary/Shannon Ave (Newtown (3220))",6157
"50793","43",144.331686,-38.161276,"Balyang Sanctuary/Shannon Ave (Newtown (3220))",6158
"50798","43",144.327001,-38.168639,"Barwon Bvd/Mt Pleasant Rd (Highton)",6163
"30565","24",144.332567,-38.158106,"Shannon Ave/West Fyans St (Newtown (3220))",1333
"30534","24",144.332471,-38.158212,"Leach-Woods Garden/West Fyans St (Newtown (3220))",1308
"30688","42",144.323196,-38.173129,"Highton Library/Roslyn Rd (Highton)",1422
"30732","42",144.3227,-38.172947,"Highton Library/Roslyn Rd (Highton)",1451
"30559","24",144.331588,-38.15521,"Harcourt St/Camden Rd (Newtown (3220))",1327
"50797","43",144.324113,-38.168339,"Cedar Gr/Mt Pleasant Rd (Highton)",6162
"50796","43",144.323939,-38.168407,"Cedar Gr/Mt Pleasant Rd (Highton)",6161
"30720","42",144.317228,-38.178678,"Brassey Ave/South Valley Rd (Highton)",1442
