sa2_main11,sa2_name11,year,Average Super,Average Investment Income,Average other income,Total income earners,Total income,Average total income,Average Wage and salary income
501021009,Collie,2011,21100,4789,1181,4722,279,59142,62622
501021010,Dardanup,2011,15237,11651,1193,1832,93,50700,53949
501021011,Davenport,2011,0,4256,0,5,0,51331,42483
501021012,Eaton - Pelican Point,2011,18631,3918,1650,5912,327,55302,58043
501021013,Gelorup - Dalyellup - Stratham,2011,21202,7437,1854,5792,320,55241,54681
501021014,Harvey,2011,21041,7520,2100,4765,241,50546,51251
501021015,Koombana,2011,21587,7386,1800,3984,221,55410,54526
501021016,Waroona,2011,19242,7540,1673,1966,106,53649,58305
501031017,Bridgetown - Boyup Brook,2011,21321,6804,2797,3547,154,43467,46317
501031018,Donnybrook - Balingup,2011,28990,6417,2049,3216,147,45649,47762
501031019,Manjimup,2011,17730,7158,1050,3178,135,42418,40702
501031020,Pemberton,2011,25852,6868,1811,3142,122,38925,39496
502011021,Dawesville - Bouvard,2011,23186,6289,2397,2205,118,53555,58019
502011022,Falcon - Wannanup,2011,24047,8275,2930,4269,229,53583,56500
502011023,Greenfields,2011,24067,8274,2932,5705,306,53582,56495
502011024,Halls Head - Erskine,2011,24043,8274,2931,9843,528,53589,56498
502011025,Mandurah,2011,24094,8275,2932,4920,264,53584,56498
502011026,Mandurah - East,2011,20946,8584,1812,2217,118,53281,58259
502011027,Mandurah - North,2011,23755,7069,2912,6640,359,54122,57036
502011028,Mandurah - South,2011,24014,8276,2928,5324,285,53592,56504
502011029,Pinjarra,2011,23010,8738,2211,4189,220,52419,57363
503011030,City Beach,2011,29965,42949,10148,4319,500,115829,94342
503011031,Claremont (WA),2011,35983,29616,4370,4938,493,99777,86038
503011032,Cottesloe,2011,36308,50724,5621,5173,649,125411,93548
503011033,Floreat,2011,28380,17384,5274,4720,376,79689,73097
503011034,Mosman Park - Peppermint Grove,2011,33884,58063,11774,6467,752,116253,76622
503011035,Nedlands - Dalkeith - Crawley,2011,41750,36475,5929,11048,1285,116269,93188
503011036,Swanbourne - Mount Claremont,2011,35872,29623,4372,5128,512,99775,86020
503021037,Kings Park (WA),2011,0,10449,1587,26,2,64585,60745
503021038,Mount Hawthorn - Leederville,2011,21063,8604,2255,6696,449,67082,63898
503021039,Mount Lawley - Inglewood,2011,24983,17792,2497,10273,753,73324,64610
503021040,North Perth,2011,22209,8715,1829,5199,355,68203,66165
503021041,Perth City,2011,26836,14167,3960,20150,1342,66601,60298
503021042,Subiaco - Shenton Park,2011,29120,19723,4844,9936,883,88833,78296
503021043,Wembley - West Leederville - Glendalough,2011,26876,15016,4502,10896,839,76999,70789
504011044,Bassendean - Eden Hill - Ashfield,2011,23469,4101,1683,8150,420,51552,52845
504011045,Bayswater - Embleton - Bedford,2011,18782,5225,1591,13076,744,56900,58459
504011046,Maylands,2011,18654,6012,3629,8072,474,58735,57184
504011047,Morley,2011,22083,6508,1797,12760,633,49602,50525
504011048,Noranda,2011,22069,6465,1778,5082,251,49454,50408
504021049,Chidlow,2011,23809,7381,2322,1637,86,52291,53809
504021050,Glen Forrest - Darlington,2011,24353,10998,3357,4579,282,61557,61160
504021051,Helena Valley - Koongamia,2011,22059,6752,1624,2690,140,52107,52332
504021052,Malmalling - Reservoir,2011,0,7856,0,10,1,55459,56298
504021053,Mundaring,2011,25392,7225,2234,7874,439,55769,58212
504021054,Swan View - Greenmount - Midvale,2011,21857,6710,1618,6936,361,52049,52282
504031055,Avon Valley National Park,2011,0,0,0,0,0,0,0
504031056,Ballajura,2011,16604,3519,2036,11387,551,48412,49580
504031057,Beechboro,2011,19106,2611,1449,8791,423,48130,49536
504031058,Bullsbrook,2011,18662,8229,2763,2584,139,53581,56458
504031059,Ellenbrook,2011,19982,5492,3258,13445,781,58068,59063
504031060,Gidgegannup,2011,15249,8568,4904,1565,95,60628,64650
504031061,Hazelmere - South Guildford,2011,25237,10902,1804,2048,121,58828,57717
504031062,Lockridge - Kiara,2011,23971,6430,1727,4557,246,53936,54389
504031063,Malaga,2011,9456,36429,3201,217,15,68837,51826
504031064,Melaleuca - Lexia,2011,0,0,0,0,0,0,0
504031065,Middle Swan - Herne Hill,2011,21907,6711,1617,2995,156,52043,52281
504031066,Midland - Guildford,2011,22493,7569,1660,5510,294,53348,53295
504031067,Stratton - Jane Brook,2011,21864,6708,1619,3879,202,52041,52278
504031068,The Vines,2011,19742,5032,3199,3110,178,57118,58241
504031069,Walyunga National Park,2011,0,0,0,0,0,0,0
505011070,Craigie - Beldon,2011,23225,8011,3569,6328,371,58635,58227
505011071,Currambine - Kinross,2011,18427,4546,3788,8836,531,60086,61258
505011072,Duncraig,2011,25160,11075,3143,10295,651,63274,62630
505011073,Greenwood - Warwick,2011,21484,3921,1697,8904,458,51407,54066
505011074,Heathridge - Connolly,2011,22679,4893,3544,6769,372,54980,56131
505011075,Hillarys,2011,23583,10034,3583,7122,436,61169,59703
505011076,Iluka - Burns Beach,2011,18400,4547,3782,3906,235,60092,61270
505011077,Joondalup - Edgewater,2011,22635,4894,3541,8916,490,54984,56133
505011078,Kingsley,2011,22265,7011,2906,8789,506,57552,57822
505011079,Mullaloo - Kallaroo,2011,23147,7420,3562,7237,419,57919,57811
505011080,Ocean Reef,2011,22590,4893,3540,5265,290,54982,56132
505011081,Padbury,2011,23533,10035,3582,5580,341,61165,59713
505011082,Sorrento - Marmion,2011,24243,17115,2948,6672,464,69517,64309
505011083,Woodvale,2011,22252,7015,2911,6123,352,57560,57831
505021084,Balcatta - Hamersley,2011,23287,8663,1821,9403,525,55864,56007
505021085,Balga - Mirrabooka,2011,17965,1631,1439,9042,399,44141,45758
505021086,Dianella,2011,25069,11597,3733,13695,766,55895,53698
505021087,Herdsman,2011,0,0,0,0,0,0,0
505021088,Innaloo - Doubleview,2011,26385,10684,2732,9651,636,65851,65573
505021089,Karrinyup - Gwelup - Carine,2011,25511,13090,2816,12419,834,67153,65117
505021090,Nollamara - Westminster,2011,18024,1705,1456,7553,334,44213,45802
505021091,Osborne Park Industrial,2011,0,0,0,5,0,24111,0
505021092,Scarborough,2011,25747,10595,2990,9831,649,66043,65083
505021093,Stirling - Osborne Park,2011,19569,9607,1818,8387,468,55735,54454
505021094,Trigg - North Beach - Watermans Bay,2011,26210,19097,3764,4843,357,73682,67936
505021095,Tuart Hill - Joondanna,2011,24228,6084,2536,7114,385,54157,54499
505021096,Wembley Downs - Churchlands - Woodlands,2011,26063,10613,2850,8316,547,65826,65201
505021097,Yokine - Coolbinia - Menora,2011,24900,11472,2652,9383,578,61587,57865
505031098,Alexander Heights - Koondoola,2011,20693,2120,1821,6108,273,44616,46118
505031099,Butler - Merriwa - Ridgewood,2011,20721,2808,4493,10509,568,54090,56026
505031100,Carramar,2011,19670,3821,3643,6498,356,54714,55253
505031101,Clarkson,2011,22739,4615,4383,6526,348,53374,54901
505031102,Girrawheen,2011,20655,2119,1819,4390,196,44620,46116
505031103,Madeley - Darch - Landsdale,2011,21764,5029,2526,11563,633,54769,56153
505031104,Marangaroo,2011,20597,2121,1824,5543,247,44617,46121
505031105,Mindarie - Quinns Rocks - Jindalee,2011,22572,4384,4396,9749,521,53466,55054
505031106,Neerabup National Park,2011,0,0,0,0,0,0,0
505031107,Tapping - Ashby - Sinagra,2011,21875,5504,2566,7225,395,54698,55855
505031108,Wanneroo,2011,21942,5229,2489,13531,739,54605,55957
505031109,Yanchep,2011,16975,4936,3816,4255,223,52386,55877
506011110,Armadale - Wungong - Brookdale,2011,21908,4517,2424,8948,467,52181,52586
506011111,Ashendon - Lesley,2011,0,0,0,0,0,0,0
506011112,Camillo - Champion Lakes,2011,28124,6318,2552,3088,160,51855,52210
506011113,Forrestdale - Harrisdale - Piara Waters,2011,22034,4518,2421,4109,214,52188,52580
506011114,Kelmscott,2011,28190,6310,2550,5890,305,51859,52211
506011115,Mount Nasura - Mount Richon - Bedfordale,2011,21934,4517,2425,4039,211,52181,52590
506011116,Roleystone,2011,28298,6315,2553,3982,207,51856,52214
506011117,Seville Grove,2011,21951,4518,2420,5078,265,52188,52590
506021118,Belmont - Ascot - Redcliffe,2011,20753,6919,1957,8026,453,56435,56240
506021119,East Victoria Park - Carlisle,2011,19635,4428,2742,9561,539,56331,56831
506021120,Kewdale Commercial,2011,0,0,0,0,0,0,0
506021121,Perth Airport,2011,0,3633,992,31,2,50532,51727
506021122,Rivervale - Kewdale - Cloverdale,2011,20354,3346,1992,12729,659,51798,53616
506021123,Victoria Park - Lathlain - Burswood,2011,22708,7045,1824,9242,538,58243,57351
506031124,Bentley - Wilson - St James,2011,22761,4458,2303,10122,461,45565,45969
506031125,Canning Vale - West,2011,21038,5100,1969,6541,365,55790,57435
506031126,Canning Vale Commercial,2011,0,0,0,0,0,0,0
506031127,Cannington - Queens Park,2011,20835,3940,1519,8818,424,48116,48946
506031128,Parkwood - Ferndale - Lynwood,2011,22855,6487,2631,8093,421,52003,52570
506031129,Riverton - Shelley - Rossmoyne,2011,24477,13134,2954,7995,502,62787,61187
506031130,Welshpool,2011,17977,14691,992,198,13,64518,59569
506031131,Willetton,2011,21016,5098,1968,11199,625,55785,57423
506041132,Beckenham - Kenwick - Langford,2011,21039,3476,1782,10404,497,47732,48918
506041133,Canning Vale - East,2011,21011,5094,1969,13204,736,55774,57413
506041134,Gosnells,2011,20166,3678,2091,10743,535,49814,50953
506041135,Huntingdale - Southern River,2011,20180,3679,2093,8141,406,49815,50958
506041136,Maddington - Orange Grove - Martin,2011,19906,5650,2078,6502,305,46916,47301
506041137,Thornlie,2011,18135,2547,2331,13688,667,48760,50910
506051138,Forrestfield - Wattle Grove,2011,22765,4145,2179,9730,495,50819,52126
506051139,High Wycombe,2011,22202,6143,2773,7175,398,55524,55874
506051140,Kalamunda - Maida Vale - Gooseberry Hill,2011,25673,10678,3328,9091,531,58386,58164
506051141,Lesmurdie - Bickley - Carmel,2011,26475,12214,3460,7171,427,59576,59260
506061142,Byford,2011,24076,7632,3289,4681,268,57216,56255
506061143,Mundijong,2011,29510,10374,1599,3489,199,56971,56607
506061144,Serpentine - Jarrahdale,2011,28531,8383,1967,2032,110,54029,57880
506071145,Como,2011,26425,11563,2814,8368,532,63599,61485
506071146,Manning - Waterford,2011,26395,11564,2815,6851,436,63601,61479
506071147,South Perth - Kensington,2011,25496,21189,4091,10861,874,80452,70849
507011148,Banjup,2011,19772,4029,1704,8629,498,57664,58604
507011149,Beeliar,2011,19924,4150,1719,3626,209,57698,58594
507011150,Bibra Industrial,2011,0,6122,0,10,1,54750,51158
507011151,Bibra Lake,2011,0,0,0,0,0,0,0
507011152,Coogee,2011,28577,12170,2420,4825,291,60379,57950
507011153,Coolbellup,2011,23249,6399,1962,4678,249,53218,53764
507011154,Hamilton Hill,2011,23253,6400,1963,5955,317,53217,53763
507011155,Henderson,2011,0,12192,0,7,0,61459,54726
507011156,Jandakot,2011,19413,4030,1702,1530,88,57654,58593
507011157,Jandakot Airport,2011,0,4045,1716,134,8,57538,58548
507011158,North Coogee,2011,23593,6606,1972,350,19,53530,53949
507011159,South Lake - Cockburn Central,2011,21572,5013,1818,6696,374,55887,56738
507011160,Spearwood,2011,23268,6408,1963,5493,292,53225,53768
507011161,Success - Hammond Park,2011,19773,4028,1703,6652,384,57663,58603
507011162,Wattleup,2011,29062,11806,2394,366,22,60223,58076
507011163,Yangebup,2011,19845,4028,1704,4330,250,57668,58603
507021164,East Fremantle,2011,29507,20853,2363,4519,350,77471,70145
507021165,Fremantle,2011,26703,17426,2871,9091,628,69038,62870
507021166,Fremantle - South,2011,24189,8217,2382,8144,461,56608,56421
507021167,O'Connor (WA),2011,0,0,0,0,0,0,0
507031168,Anketell - Wandi,2011,19849,3079,1622,578,30,51409,52305
507031169,Bertram - Wellard (West),2011,21020,2749,1761,4122,215,52245,53272
507031170,Calista,2011,21021,2651,1802,3915,206,52491,53564
507031171,Casuarina - Wellard (East),2011,20883,2812,1727,1013,53,52116,53100
507031172,Hope Valley - Postans,2011,362,7443,3376,155,9,59706,56772
507031173,Kwinana Industrial,2011,0,7342,1354,18,1,59550,56758
507031174,Parmelia - Orelia,2011,20717,3081,1622,5546,285,51448,52332
507041175,Applecross - Ardross,2011,28674,29923,7095,7407,636,85847,72422
507041176,Bateman,2011,23535,9608,2495,2537,143,56175,58099
507041177,Bicton - Palmyra,2011,24900,12203,2653,8266,537,64919,63880
507041178,Booragoon,2011,28067,24229,5462,9391,729,77652,69129
507041179,Bull Creek,2011,23588,6500,2555,5129,298,58133,59716
507041180,Leeming,2011,23512,6496,2552,7541,438,58117,59703
507041181,Melville,2011,26242,16307,3067,9434,660,69934,67340
507041182,Murdoch - Kardinya,2011,23360,7529,2175,7565,409,54082,54954
507041183,Willagee,2011,25661,17233,3284,2853,207,72381,68694
507041184,Winthrop,2011,23483,9666,2493,4209,236,56131,58052
507051185,Baldivis,2011,23083,3795,2634,9852,595,60415,61963
507051186,Cooloongup,2011,22081,2796,2741,4576,236,51531,53879
507051187,Port Kennedy,2011,22592,1249,2968,7681,434,56449,59065
507051188,Rockingham,2011,22088,2798,2745,7858,405,51508,53850
507051189,Rockingham Lakes,2011,0,0,407,8,0,53030,54948
507051190,Safety Bay - Shoalwater,2011,21374,2643,2341,6325,338,53357,56396
507051191,Singleton - Golden Bay - Secret Harbour,2011,23577,2270,2622,8758,549,62639,65383
507051192,Waikiki,2011,21335,2643,2341,6744,360,53351,56395
507051193,Warnbro,2011,21326,2639,2345,6250,334,53365,56403
508011194,Esperance,2011,16082,8085,1925,7131,352,49300,45736
508011195,Esperance Region,2011,29545,6505,1661,2280,122,53530,48427
508021196,Carnarvon,2011,16817,5758,1246,2924,141,48100,45661
508021197,Exmouth,2011,14399,5744,1638,2315,119,51578,50515
508031198,Boulder,2011,20305,3368,871,4519,275,60851,60820
508031199,Kalgoorlie,2011,19988,6082,2036,8288,553,66755,65577
508031200,Kalgoorlie - North,2011,20080,6085,2034,5476,366,66782,65614
508031201,Kalgoorlie Airport,2011,0,0,0,0,0,0,0
508031202,Kambalda - Coolgardie - Norseman,2011,21574,-48,869,2251,151,66936,69510
508031203,Leinster - Leonora,2011,9258,1973,1059,1335,72,54186,56313
508031204,Trafalgar (WA),2011,0,0,0,0,0,0,0
508041205,Broome,2011,25035,7166,2249,6905,382,55256,52467
508041206,Derby - West Kimberley,2011,17904,4462,2652,2562,124,48390,46999
508041207,Halls Creek,2011,25977,3840,2994,846,38,45278,44410
508041208,Kununurra,2011,16130,7059,1416,4044,225,55704,52400
508041209,Roebuck,2011,27598,7313,2301,1734,94,54349,51256
508051210,Geraldton,2011,19043,8995,2884,7171,383,53415,51425
508051211,Geraldton - East,2011,19590,8773,2783,4242,228,53746,51632
508051212,Geraldton - North,2011,20278,8459,2633,3282,178,54222,51926
508051213,Geraldton - South,2011,19133,8922,2849,5222,280,53525,51490
508051214,Irwin,2011,19390,11238,1176,2013,105,52302,51763
508051215,Meekatharra,2011,9845,6494,2548,1174,56,47722,46161
508051216,Morawa,2011,17531,10563,1463,2417,136,56289,44222
508051217,Northampton - Mullewa - Greenough,2011,17290,8836,1301,2948,148,50138,46467
508061218,Ashburton (WA),2011,6831,-1446,1034,3468,275,79252,83045
508061219,East Pilbara,2011,17225,448,1227,1997,150,75021,76314
508061220,Karratha,2011,13483,2376,2117,8688,754,86828,87165
508061221,Newman,2011,17965,-78,778,1851,147,79208,81182
508061222,Port Hedland,2011,18362,4247,1564,2774,239,86079,85301
508061223,Roebourne,2011,18005,1986,1542,3294,265,80283,81417
508061224,South Hedland,2011,13242,452,1508,5114,390,76202,76697
509011225,Albany,2011,20778,9301,1886,7701,335,43558,43183
509011226,Albany Region,2011,20923,8796,1889,1720,74,42868,41314
509011227,Bayonet Head - Lower King,2011,20647,9303,1884,2398,104,43549,43192
509011228,Denmark,2011,22192,7730,4036,3130,117,37395,40378
509011229,Gnowangerup,2011,13266,10158,1292,1845,78,42125,35937
509011230,Katanning,2011,21087,8231,1023,2492,100,40293,39812
509011231,Kojonup,2011,13223,10052,673,2804,110,39155,35332
509011232,Little Grove - Elleker,2011,20709,9303,1883,1845,80,43552,43187
509011233,McKail - Willyung,2011,20745,9300,1884,5313,231,43557,43190
509011234,Plantagenet,2011,20313,8109,2030,2794,109,38946,40304
509011235,Stirling Range National Park,2011,0,0,0,0,0,0,0
509021236,Chittering,2011,21943,7619,2374,2656,134,50295,54777
509021237,Cunderdin,2011,19601,13107,1354,2226,95,42641,38527
509021238,Dowerin,2011,17413,10355,1254,2424,115,47235,40578
509021239,Gingin - Dandaragan,2011,18702,11633,2535,4531,208,45879,46835
509021240,Merredin,2011,16280,10986,1423,2979,135,45239,44542
509021241,Moora,2011,15649,10810,1503,3045,154,50466,41697
509021242,Mukinbudin,2011,9852,12072,875,1831,82,44595,45266
509021243,Northam,2011,20506,6220,2506,5432,260,47876,49978
509021244,Toodyay,2011,24782,8006,3631,2413,121,50093,55908
509021245,York - Beverley,2011,28121,9217,1779,2784,118,42411,46138
509031246,Brookton,2011,12385,11895,2560,2083,86,41404,38704
509031247,Kulin,2011,13376,11198,1025,3183,115,36177,34309
509031248,Murray,2011,27878,7051,1008,1294,77,59501,61789
509031249,Narrogin,2011,20114,8665,1195,2514,115,45836,44042
509031250,Wagin,2011,11795,10414,1480,3087,122,39399,39332
601011001,Bridgewater - Gagebrook,2011,18045,3995,2244,3424,138,40400,39781
601011002,Brighton - Pontville,2011,19863,4377,1861,2306,96,41595,40972
601011003,Old Beach - Otago,2011,25128,5489,872,2249,104,46305,45878
601021004,Bellerive - Rosny,2011,24275,5894,5574,3422,162,47215,47567
601021005,Cambridge,2011,22417,7525,2058,4600,230,49907,48355
601021006,Geilston Bay - Risdon,2011,23329,5347,1918,1962,93,47134,48380
601021007,Howrah - Tranmere,2011,24252,5856,5553,5620,265,47088,47403
601021008,Lindisfarne - Rose Bay,2011,23315,5340,1960,4133,195,47192,48507
601021009,Mornington - Warrane,2011,24248,5893,5566,2697,127,47219,47561
601021010,Risdon Vale,2011,17235,1145,699,1056,39,36679,37763
601021011,Rokeby,2011,19887,1650,2099,2276,85,37318,37532
601021012,South Arm,2011,28760,4616,6185,2523,121,47855,47084
601031013,Austins Ferry - Granton,2011,20337,3115,1714,1827,74,40390,40896
601031014,Berriedale - Chigwell,2011,22069,2482,1319,2738,112,40970,42217
601031015,Claremont (Tas.),2011,21401,2636,1389,3912,158,40372,41574
601031016,Derwent Park - Lutana,2011,22088,3703,1014,2180,91,41915,41566
601031017,Glenorchy,2011,20255,3182,1824,5040,219,43439,40969
601031018,Montrose - Rosetta,2011,20260,3171,1845,2184,95,43466,40954
601031019,Moonah,2011,22913,3878,797,2797,116,41474,41817
601031020,New Norfolk,2011,21173,2815,1279,3075,117,38159,39748
601031021,West Moonah,2011,22786,3861,789,2057,85,41415,41749
601041022,Kingston - Huntingfield,2011,22873,4658,2939,6047,272,45007,45703
601041023,Kingston Beach - Blackmans Bay,2011,26073,5434,3082,5869,276,47032,46985
601041024,Margate - Snug,2011,22758,5677,3126,4160,188,45292,45361
601041025,Mount Wellington,2011,0,0,0,0,0,0,0
601041026,Taroona - Bonnet Hill,2011,25484,7319,2427,2189,114,51987,51304
601051027,Hobart,2011,25368,8703,2108,4717,253,53716,50276
601051028,Lenah Valley - Mount Stuart,2011,23431,5730,1793,4940,247,50044,49033
601051029,Mount Nelson - Dynnyrne,2011,25764,10619,2463,2817,166,58903,54278
601051030,New Town,2011,22758,5022,1793,3534,172,48763,48521
601051031,Sandy Bay,2011,26799,17640,2433,7264,440,60548,51539
601051032,South Hobart - Fern Tree,2011,25813,10882,2804,3572,193,53919,49732
601051033,West Hobart,2011,25020,7466,1812,3754,200,53139,50226
601061034,Dodges Ferry - Lewisham,2011,20206,3389,2236,3759,152,40537,41053
601061035,Sorell - Richmond,2011,24749,4495,2232,4422,185,41855,42725
602011036,Invermay,2011,17572,2568,1430,1308,47,36123,36629
602011037,Kings Meadows - Punchbowl,2011,21395,5253,1702,1786,75,41991,42064
602011038,Launceston,2011,19626,8261,1990,3128,147,46868,44896
602011039,Legana,2011,21639,6661,2208,2088,94,44996,46005
602011040,Mowbray,2011,17527,2569,1418,1588,57,36130,36645
602011041,Newnham - Mayfield,2011,17534,2569,1425,3632,131,36121,36639
602011042,Newstead,2011,19556,8276,1988,3028,142,46893,44909
602011043,Norwood (Tas.),2011,19657,8275,1986,2310,108,46904,44910
602011044,Prospect Vale - Blackstone,2011,19563,8275,1990,3847,180,46895,44913
602011045,Ravenswood,2011,19657,8273,1988,2421,114,46903,44911
602011046,Riverside,2011,19614,8275,1989,3702,174,46894,44909
602011047,South Launceston,2011,21296,5347,1720,2097,88,42138,42147
602011048,Summerhill - Prospect,2011,19638,8257,1988,2797,131,46862,44885
602011049,Trevallyn,2011,19557,8274,1991,2829,133,46898,44913
602011050,Waverley - St Leonards,2011,19476,8277,1990,2113,99,46896,44918
602011051,West Launceston,2011,19503,8249,1989,2447,115,46851,44875
602011052,Youngtown - Relbia,2011,24079,7717,2294,2277,101,44359,42743
602021053,Beauty Point - Beaconsfield,2011,23535,4636,2113,1868,75,40308,42698
602021054,Deloraine,2011,25425,6230,2357,2985,106,35380,37300
602021055,Grindelwald - Lanena,2011,21966,6043,1980,3111,130,41638,43440
602021056,Hadspen - Carrick,2011,15632,3711,947,1774,74,41507,42363
602021057,Westbury,2011,14712,6919,1732,2145,84,39003,39950
602031058,Dilston - Lilydale,2011,22327,6552,1743,2333,98,42164,43217
602031059,George Town,2011,23270,6141,1701,3129,135,43252,44067
602031060,Longford,2011,20868,9457,2628,2083,88,42083,39575
602031061,Northern Midlands,2011,20817,10090,2020,1888,76,40373,35866
602031062,Perth - Evandale,2011,26261,8403,2588,2665,118,44405,41553
602031063,Scottsdale - Bridport,2011,17510,6505,2657,4062,149,36705,35844
602031064,St Helens - Scamander,2011,19735,6490,2813,2991,103,34354,35753
603011065,Central Highlands,2011,20172,3245,1603,1034,40,38865,39723
603011066,Derwent Valley,2011,21339,2803,1273,1504,58,38210,39810
603011067,Southern Midlands,2011,22327,4491,2148,2867,112,39165,37853
603011068,Wilderness - East,2011,0,1552,0,0,0,0,0
603021069,Bruny Island - Kettering,2011,27165,5456,3578,1654,65,39251,42997
603021070,Cygnet,2011,22796,4680,3137,2018,72,35786,36429
603021071,Geeveston - Dover,2011,25694,6375,1493,1845,69,37175,38030
603021072,Huonville - Franklin,2011,24526,4627,2307,4209,164,38916,39955
603031073,Forestier - Tasman,2011,26465,4160,3705,1160,39,33585,34563
603031074,Triabunna - Bicheno,2011,24234,6088,2598,2165,80,37017,37207
604011075,Acton - Upper Burnie,2011,17568,6810,2350,1750,78,44419,43630
604011076,Burnie - Ulverstone Region,2011,22850,4903,1459,2524,105,41736,43435
604011077,Burnie - Wivenhoe,2011,17611,6778,2334,2000,89,44385,43646
604011078,Parklands - Camdale,2011,17686,6771,2329,3321,147,44370,43637
604011079,Penguin - Sulphur Creek,2011,18271,4994,1907,2679,116,43322,44614
604011080,Romaine - Havenview,2011,17606,6814,2357,1852,82,44433,43619
604011081,Somerset,2011,16521,5747,1480,2017,84,41515,42921
604011082,Ulverstone,2011,22756,4283,1090,3552,143,40253,41882
604011083,West Ulverstone,2011,22718,4282,1088,2292,92,40258,41874
604011084,Wynyard,2011,21245,5395,2300,3105,128,41167,42280
604021085,Devonport,2011,24230,5889,1472,7461,308,41233,41158
604021086,East Devonport,2011,24273,5887,1474,2616,108,41233,41158
604021087,Latrobe,2011,21150,5674,967,2333,98,41944,42934
604021088,Miandetta - Don,2011,24310,5886,1473,1637,68,41245,41166
604021089,Port Sorell,2011,21258,5675,966,2773,116,41949,42959
604021090,Quoiba - Spreyton,2011,24060,5890,1469,1505,62,41229,41147
604021091,Sheffield - Railton,2011,23174,4003,1625,3100,114,36602,38441
604021092,Turners Beach - Forth,2011,23198,4786,1208,1617,66,40579,41643
604031093,King Island,2011,21611,9503,879,1113,49,43613,38837
604031094,North West,2011,16256,4883,1105,2217,91,40948,39700
604031095,Smithton,2011,13854,4285,1072,2216,88,39786,38565
604031096,Waratah,2011,22064,5342,2050,1857,77,41449,42866
604031097,West Coast (Tas.),2011,17440,2860,1284,2295,121,52664,54754
604031098,Wilderness - West,2011,0,0,0,0,0,0,0
701011001,Darwin Airport,2011,32317,7952,1496,274,17,63119,59431
701011002,Darwin City,2011,38486,4986,627,3798,196,51477,48882
701011003,East Point,2011,6149,7921,0,26,2,63283,58425
701011004,Fannie Bay - The Gardens,2011,33643,7962,1479,1971,124,63028,59311
701011005,Larrakeyah,2011,33584,7960,1476,1968,124,63014,59307
701011006,Ludmilla - The Narrows,2011,33546,7960,1477,1737,110,63045,59330
701011007,Parap,2011,33622,7960,1482,1199,76,63028,59302
701011008,Stuart Park,2011,33774,7959,1482,2151,136,63021,59335
701011009,Woolner - Bayview - Winnellie,2011,33822,7961,1483,1608,101,63035,59328
701021010,Alawa,2011,29649,3494,1455,1297,72,55580,55148
701021011,Anula,2011,32258,1917,1312,1366,75,54865,55108
701021012,Berrimah,2011,27978,12719,1482,1002,63,62519,56955
701021013,Brinkin - Nakara,2011,29632,3491,1459,1736,97,55595,55159
701021014,Buffalo Creek,2011,0,0,50,0,0,0,0
701021015,Charles Darwin,2011,0,0,0,0,0,0,19592
701021016,Coconut Grove,2011,29663,3491,1461,1738,97,55590,55145
701021017,East Arm,2011,0,0,0,0,0,0,0
701021018,Jingili,2011,29859,3493,1462,1109,62,55581,55167
701021019,Karama,2011,32513,1918,1313,2754,151,54857,55093
701021020,Leanyer,2011,32287,1918,1311,2666,146,54843,55084
701021021,Lyons (NT),2011,30044,3492,1455,1265,70,55565,55173
701021022,Malak - Marrara,2011,32439,1918,1310,2701,148,54860,55086
701021023,Millner,2011,29871,3493,1461,1504,84,55577,55163
701021024,Moil,2011,29935,3494,1459,1235,69,55596,55183
701021025,Nightcliff,2011,29718,3491,1461,2232,124,55582,55150
701021026,Rapid Creek,2011,29835,3493,1459,1995,111,55570,55174
701021027,Tiwi,2011,29938,3493,1457,1532,85,55580,55152
701021028,Wagaman,2011,29978,3493,1462,1287,72,55564,55141
701021029,Wanguri,2011,29865,3494,1462,1085,60,55560,55138
701021030,Wulagi,2011,32398,1917,1312,1489,82,54835,55082
701031031,Howard Springs,2011,27466,4176,905,2119,124,58301,58605
701031032,Humpty Doo,2011,26457,2756,896,4074,225,55094,57125
701031033,Koolpinyah,2011,0,80,0,0,0,0,0
701031034,Virginia,2011,27902,4125,899,1286,75,58376,58795
701031035,Weddell,2011,34367,4148,1261,988,49,49946,52342
701041036,Bakewell,2011,23408,28,1333,1675,96,57400,58141
701041037,Driver,2011,30392,348,1620,1749,95,54200,54225
701041038,Durack - Marlow Lagoon,2011,30442,364,1617,2127,115,54211,54232
701041039,Gray,2011,30684,348,1619,1958,106,54192,54229
701041040,Moulden,2011,30154,348,1620,1886,102,54205,54232
701041041,Palmerston - North,2011,26541,148,1449,2267,127,56162,56635
701041042,Palmerston - South,2011,0,0,0,5,0,36185,34704
701041043,Rosebery - Bellamack,2011,23822,28,1338,1966,113,57427,58154
701041044,Woodroffe,2011,30507,348,1620,2023,110,54193,54223
702011045,Charles,2011,24093,3564,1191,2331,124,53274,52142
702011046,East Side,2011,24132,3564,1188,2736,146,53275,52136
702011047,Flynn (NT),2011,23967,3563,1186,2355,126,53275,52127
702011048,Larapinta,2011,24196,3565,1190,2634,140,53266,52130
702011049,Mount Johns,2011,24201,3563,1187,1902,101,53286,52124
702011050,Petermann - Simpson,2011,0,2020,777,479,16,34151,33176
702011051,Ross,2011,24138,3562,1191,1204,64,53281,52141
702011052,Sandover - Plenty,2011,13166,2021,783,825,28,34137,33164
702011053,Tanami,2011,10355,2015,789,649,22,34108,33139
